"an","aff_str","ror_ids","match_status","Unnamed: 4","ror_names"
"7198226","CONACyT‐Instituto Politécnico Nacional‐CITEDI","00aejfc65","FP_wrong","","Consejo Nacional de Ciencia y Tecnología"
"7198227","Institute of Automation, Chinese Academy of Sciences","034t30j35","TP","","Chinese Academy of Sciences"
"7198227","School of Artifical Intelligence, University of Chinese Academy of Sciences","05qbk4x57","TP","","University of Chinese Academy of Sciences"
"7198228","Department of Electronics and Communication Engineering, Indian Institute of Information Technology Guwahati","00bb9ch64","TP","","Indian Institute of Information Technology Guwahati"
"7198229","Departamento de Ingeniería Eléctrica, Universidad de Concepción","0460jpj73","TP","","University of Concepción"
"7198229","Computer Science Department, Universidad Católica de la Santísima Concepción","03y6k2j68","TP","","Universidad Católica de la Santísima Concepción"
"7198230","Research Center on Information Technology and Systems, Hidalgo State University","031f8kt38","TP","","Universidad Autónoma del Estado de Hidalgo"
"7198230","Universidad Autónoma Metropolitana‐Iztapalapa","02kta5139","TP","","Universidad Autónoma Metropolitana"
"7198231","División de Estudios de Posgrado e Investigación, Tecnológico Nacional de Mexico / Instituto Tecnológico de la Laguna","0460tzy11","FP_wrong","","Instituto Tecnológico de La Paz"
"7198231","Instituto Potosino de Investigación Científica y Tecnológica, División de Matemáticas Aplicadas","","FN","",""
"7198231","CONACYT Research Fellow Commissioned to Centro de Investigación en Ciencias de Información Geoespacial","00aejfc65","TP","","Consejo Nacional de Ciencia y Tecnología"
"7198232","College of Engineering, Bohai University","01kdzej58","TP","","Bohai University"
"7198232","College of Information Sciences and Technology, Bohai University","01kdzej58","TP","","Bohai University"
"7198232","Guangdong Province Key Laboratory of Intelligent Decision and Cooperative Control, Guangdong University of Technology","04azbjn80","TP","","Guangdong University of Technology"
"7198232","College of Navigation, Dalian Maritime University","002b7nr53","TP","","Dalian Maritime University"
"7198233","Department of Automation, School of Electronic and Information Engineering, Xi'an Jiaotong University","017zhmm22","TP","","Xi'an Jiaotong University"
"7198234","School of Mathematical Sciences, Shanxi University","03y3e3s17","TP","","Shanxi University"
"7198234","School of Mathematics and Statistics, Beijing Institute of Technology","01skt4w74","TP","","Beijing Institute of Technology"
"7198235","Department of Electrical Engineering and Information Technology, University of Napoli Federico II","05290cv24","TP","","University of Naples Federico II"
"7198235","Department of Engineering, University of Sannio","04vc81p87","TP","","University of Sannio"
"7198236","School of Automation Science and Engineering, South China University of Technology","0530pts50","TP","","South China University of Technology"
"7198236","Department of Computer Science, Guangdong University of Education","0574der91","TP","","Guangdong University of Education"
"7198237","School of Science, Hebei Province Key Laboratory of Big Data Calculation, Hebei University of Technology","018hded08","TP","","Hebei University of Technology"
"7198237","School of Control Science and Engineering, Hebei University of Technology","018hded08","TP","","Hebei University of Technology"
"7198238","School of Automation, and Key Laboratory of Measurement and Control of Complex Systems of Engineering, Ministry of Education, Southeast University","00cf0ab87","FP_wrong","","Southeast University"
"7198238","School of Mathematics, and Research Center for complex Systems and Network Sciences, Southeast University","00cf0ab87","FP_wrong","","Southeast University"
"7198239","Department of Electrical Engineering, Nantong University","02afcvw97","TP","","Nantong University"
"7198239","Jiangsu Provincial Key Laboratory of Networked Collective Intelligence and School of Mathematics, Southeast University","00cf0ab87","FP_wrong","","Southeast University"
"7198239","Institute of Advanced Technology, Nanjing University of Posts and Telecommunications","043bpky34","TP","","Nanjing University of Posts and Telecommunications"
"7198240","Department of Mechatronics Engineering, Shantou University","01a099706","TP","","Shantou University"
"7198240","The State Key Laboratory of Fluid Power & Mechatronic Systems, Zhejiang University","00a2xv884","TP","","Zhejiang University"
"7198241","State Key Laboratory of Synthetical Automation for Industrial Process, Northeastern University","04t5xt781","FP_wrong","","Northeastern University"
"7198241","School of Information and Engineering, Dalian University","00g2ypp58","TP","","Dalian University"
"7198241","School of Control Engineering, Northeastern University at Qinhuangdao","043jfav91","FP_wrong","","North Eastern Mindanao State University"
"7198242","División de Estudios de Posgrado e Investigación, Tecnológico Nacional de México/I.T. La Laguna","00xbw4a70","TP","","Instituto Tecnólogico de La Laguna"
"7198242","División de Estudios de Posgrado e Investigación, CONACYT‐Tecnológico Nacional de México/I.T. La Laguna","00aejfc65","FP_wrong","","Consejo Nacional de Ciencia y Tecnología"
"7198243","Department of Mathematics, Bharathiar University","04fht8c22","TP","","Bharathiar University"
"7198243","Department of Mathematics, Anna University Regional Campus","057qyqy03","TP","","Anna University Regional Campus, Coimbatore"
"7198243","Department of Mathematics, Yunnan University","0040axw97","TP","","Yunnan University"
"7198243","Department of Mathematics, Sungkyunkwan University","04q78tk20","TP","","Sungkyunkwan University"
"7198244","School of Electrical and Electronic Engineering, Yonsei University","01wjejq96","TP","","Yonsei University"
"7198244","Department of Control and Robotics Engineering, Kunsan National University","02yj55q56","TP","","Kunsan National University"
"7198245","ECE Department, Indian Institute of Information Technology, Design and Manufacturing","02z8z1589","FP_wrong","","Indian Institute of Information Technology Una"
"7198247","LAAS‐CNRS, Université de Toulouse, CNRS, UPS","01ahyrz84;00675rp98","FP_partial","","Centre National pour la Recherche Scientifique et Technique (CNRST);Université de Toulouse"
"7198247","School of Software and Electrical Engineering, Swinburne University of Technology","031rekg67","TP","","Swinburne University of Technology"
"7198247","School of Automation, China University of Geosciences","04gcegc37","TP","","China University of Geosciences"
"7198248","Control System Laboratory, Department of Advanced Science and Technology, Toyota Technological Institute","001hv0k59","TP","","Toyota Technological Institute"
"7198249","School of Automation, Beijing Institute of Technology","01skt4w74","TP","","Beijing Institute of Technology"
"7198249","Key Laboratory of Intelligent Control and Decision of Complex Systems, Beijing Institute of Technology","01skt4w74","TP","","Beijing Institute of Technology"
"7198250","Department of Mathematics, Harbin Institute of Technology (Weihai)","01yqg2h08","TP","","Harbin Institute of Technology"
"7198251","School of Automation Science and Electrical Engineering, Beihang University","00wk2mp56","TP","","Beihang University"
"7198251","Institute of Logistics Science & Engineering, Shanghai Maritime University","04z7qrj66","TP","","Shanghai Maritime University"
"7198251","Instituto de Telecomunicacoes","02ht4fk33","TP","","Instituto de Telecomunicações"
"7198252","Department of Mechanical Engineering, Tsinghua University","03cve4549","TP","","Tsinghua University"
"7198252","Beijing Key Lab of Precision/Ultra‐precision Manufacturing Equipment and Control, Tsinghua University","03cve4549","TP","","Tsinghua University"
"7198252","State Key Lab of Tribology, Tsinghua University","03cve4549","TP","","Tsinghua University"
"7198253","The Institute of Advanced Technology, Nanjing University of Posts and Telecommunications","043bpky34","TP","","Nanjing University of Posts and Telecommunications"
"7198253","The Engineering Research Center for Metallurgical Automation and Detecting Technology of Ministry of Education, Wuhan University of Science and Technology","00e4hrk88","TP","","Wuhan University of Science and Technology"
"7198253","Department of Automation, Shanghai Jiao Tong University","0220qvk04","TP","","Shanghai Jiao Tong University"
"7198253","The State Key Laboratory of Management and Control for Complex Systems, Institute of Automation, Chinese Academy of Sciences","034t30j35","TP","","Chinese Academy of Sciences"
"7198254","Department of Applied Mathematics, Zhejiang University of Technology","02djqfd08","TP","","Zhejiang University of Technology"
"7198254","Department of Electrical and Computer Engineering, National University of Singapore","01tgyzw49","TP","","National University of Singapore"
"7198255","Laboratoire Images, Signaux et Systèmes Intelligents, UPE, ESIEE Paris","00gtcbp88;04x383a88","FP_partial","","Universidade de Pernambuco;ESIEE Paris"
